,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
40674,2,2,1,2,9,9,9,9,2,999,2,9,9,99,999,9,9,9,1,2,0,1,9,4,1201,981,99,999,999,4,26,False
40675,2,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,7,5,0,2,6,4,1101,981,99,999,999,4,29,False
40676,1,4,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,3,2,0,0,2,2,1101,981,99,999,999,4,31,False
40677,1,4,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,2,2,1,1,6,3,1200,981,99,999,999,4,30,True
40678,1,4,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,5,2,0,1,3,4,1200,222,99,999,999,4,37,True
40679,2,1,1,2,9,9,9,9,5,999,9,2,9,99,999,9,9,9,8,6,0,2,6,4,1101,981,99,999,999,4,68,True
40680,2,1,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,8,5,3,3,6,3,1200,981,99,999,999,4,30,False
40681,1,2,4,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,5,8,2,0,6,3,1101,222,99,999,999,4,30,False
40682,2,2,1,2,9,9,9,9,5,999,2,9,9,99,999,9,9,9,8,3,2,2,3,4,1200,981,99,999,999,4,37,True
40683,1,5,4,2,9,9,9,9,3,999,1,9,9,99,999,9,9,9,3,5,3,0,6,4,1200,981,99,999,999,4,34,False
40684,1,2,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,1,8,3,1,6,2,1200,981,99,999,999,4,27,False
40685,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,5,3,1,1,5,2,1201,981,99,999,999,4,31,False
40686,2,1,2,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,8,2,5,0,3,4,1101,981,99,999,999,4,76,True
40687,1,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,2,1,0,0,6,4,1200,981,99,999,999,4,33,True
40688,2,4,1,2,9,9,9,9,2,999,4,9,9,99,999,9,9,9,9,3,1,1,9,2,1210,981,99,999,999,4,32,False
40689,2,1,1,2,9,9,9,9,8,999,4,9,9,99,999,9,9,9,7,2,0,0,5,2,1101,981,99,999,999,4,28,False
40690,1,4,1,2,9,9,9,9,1,999,1,1,9,99,999,9,9,9,5,6,1,0,3,4,1200,981,99,999,999,4,58,True
40691,2,4,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,3,6,0,3,6,3,1300,222,99,999,999,4,34,False
40692,1,4,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,3,1,1,5,2,1101,981,99,999,999,4,27,False
40693,1,4,1,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,5,5,3,0,5,3,1201,222,99,999,999,4,40,True
40694,1,4,4,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,4,1,0,0,3,4,1101,981,99,999,999,4,27,True
40695,1,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,3,3,1,0,6,4,1200,222,99,999,999,4,30,False
40696,2,2,1,2,9,9,9,9,4,999,9,2,9,99,999,9,9,9,4,4,1,0,6,4,1101,981,99,999,999,4,54,True
40697,2,1,1,2,9,9,9,9,2,999,4,2,9,99,999,9,9,9,1,4,0,0,5,3,1101,981,99,999,999,4,54,True
40698,2,2,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,2,2,0,2,9,4,1201,981,99,999,999,4,28,True
40699,2,2,1,2,9,9,9,9,3,999,1,9,9,99,999,9,9,9,3,5,2,1,6,4,1101,981,99,999,999,4,36,True
40700,1,4,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,3,4,2,2,5,3,1101,981,99,999,999,4,51,True
40701,1,5,1,2,9,9,9,9,2,999,4,2,9,99,999,9,9,9,3,2,0,0,6,3,1200,222,99,999,999,4,49,False
40702,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,1,2,0,0,3,4,1101,981,99,999,999,1,77,True
40703,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,1,2,1,0,2,4,1101,981,99,999,999,1,45,True
40704,1,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,4,1,0,6,4,1101,981,99,999,999,1,28,False
40705,2,2,2,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,8,3,0,1,6,4,1201,981,99,999,999,1,30,True
40707,1,2,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,3,0,0,6,2,1101,981,99,999,999,1,26,False
40708,2,5,1,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,9,6,4,1,5,3,1201,981,99,999,999,1,38,True
40709,2,2,1,2,9,9,9,9,3,999,4,2,9,99,999,9,9,9,7,8,6,3,6,4,1200,981,99,999,999,1,35,True
40710,2,2,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,1,3,3,3,3,4,1200,981,99,999,999,1,32,True
40711,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,7,2,0,0,9,8,1201,981,99,999,999,1,84,True
40712,2,1,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,8,12,4,3,6,4,1200,981,99,999,999,1,49,True
40713,2,1,2,2,9,9,9,9,7,999,9,2,9,99,999,9,9,9,8,7,2,0,6,4,1200,981,99,999,999,1,73,True
40714,1,2,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,2,4,2,0,6,2,1201,981,99,999,999,1,51,True
40715,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,1,7,3,2,6,2,1200,981,99,999,999,1,34,True
40716,1,4,4,2,9,9,9,9,1,999,2,1,9,99,999,9,9,9,2,1,1,1,6,4,1201,981,99,999,999,1,34,False
40717,2,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,6,4,1,9,4,1201,222,99,999,999,1,27,False
40718,2,1,2,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,1,2,0,0,3,4,1201,981,99,999,999,1,72,True
40719,2,1,2,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,8,1,0,5,9,4,1201,981,99,999,999,1,68,True
40720,1,2,1,2,9,9,9,9,3,999,2,9,9,99,999,9,9,9,8,7,0,2,6,4,1201,981,99,999,999,1,42,True
40721,1,4,1,2,9,9,9,9,7,999,9,1,9,99,999,9,9,9,8,9,2,2,6,4,1200,981,99,999,999,1,63,True
40722,1,2,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,7,7,5,3,6,4,1210,981,99,999,999,1,48,True
40723,2,1,2,2,9,9,9,9,2,999,3,9,9,99,999,9,9,9,1,6,1,99,9,4,1201,981,99,999,999,1,54,True
40724,1,1,1,2,9,9,9,9,7,999,2,2,9,99,999,9,9,9,1,5,1,0,6,4,1200,981,99,999,999,1,79,True
40725,2,1,1,2,9,9,9,9,3,999,3,2,9,99,999,9,9,9,1,4,1,1,6,4,1200,981,99,999,999,1,65,True
40726,2,2,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,2,3,5,0,3,4,1101,981,99,999,999,1,43,True
40727,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,1,2,3,0,9,4,1101,981,99,999,999,1,80,True
40729,1,2,1,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,3,6,3,1,9,4,1200,981,99,999,999,1,39,True
40730,1,5,1,1,9,9,9,9,1,999,1,1,9,99,999,9,9,9,5,2,0,0,6,3,1101,981,99,999,999,1,45,True
40731,2,5,1,1,9,9,9,9,1,999,1,1,9,99,999,9,9,9,5,3,1,1,6,2,1101,981,99,999,999,1,42,True
40732,1,1,1,2,9,9,9,9,2,999,3,2,9,99,999,9,9,9,7,8,2,0,6,4,1201,981,99,999,999,1,63,True
40733,2,1,1,2,9,9,9,9,2,999,4,2,9,99,999,9,9,9,2,7,5,2,6,3,1200,981,99,999,999,1,34,False
40734,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,2,1,1,2,9,4,1200,981,99,999,999,1,43,True
40735,2,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,3,2,0,2,3,4,1101,981,99,999,999,1,39,True
40736,2,4,1,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,4,4,0,2,6,4,1201,981,99,999,999,1,33,False
40737,1,4,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,2,6,4,2,6,4,1200,981,99,999,999,1,54,True
40738,1,4,1,2,9,9,9,9,2,999,2,9,9,99,999,9,9,9,8,6,1,0,6,3,1200,981,99,999,999,1,55,True
40739,1,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,8,9,5,0,6,3,1201,981,99,999,999,1,66,True
40740,2,2,1,2,9,9,9,9,3,999,4,2,9,99,999,9,9,9,2,5,2,1,6,3,1201,981,99,999,999,1,44,False
40741,1,2,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,12,6,1,6,3,1101,981,99,999,999,1,31,False
40742,2,1,2,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,1,2,2,0,9,4,1200,981,99,999,999,1,58,True
40743,1,2,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,2,2,0,2,3,4,1200,981,99,999,999,1,33,True
40744,2,2,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,2,7,1,1,6,4,1200,981,99,999,999,1,58,True
40745,1,1,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,8,6,3,0,6,4,1200,981,99,999,999,1,57,True
40746,1,4,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,4,1,0,5,2,1101,981,99,999,999,1,29,False
40747,2,4,1,2,9,9,9,9,2,999,3,9,9,99,999,9,9,9,8,8,6,1,6,3,1101,981,99,999,999,1,47,True
40748,1,1,1,2,9,9,9,9,2,999,3,2,9,99,999,9,9,9,1,6,4,1,6,4,1200,981,99,999,999,1,44,True
40749,2,1,1,2,9,9,9,9,8,999,9,2,9,99,999,9,9,9,1,4,2,2,6,3,1200,981,99,999,999,1,29,False
40750,1,4,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,8,2,0,0,9,1,8300,981,99,999,999,1,65,True
40751,2,2,2,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,1,1,0,0,3,4,1101,981,99,999,999,1,48,True
40752,1,2,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,2,6,1,3,6,4,1200,981,99,999,999,1,40,False
40753,2,2,1,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,2,3,0,1,6,4,1200,222,99,999,999,1,37,False
40754,2,1,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,1,2,0,0,6,4,1101,981,99,999,999,1,73,True
40755,1,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,8,4,2,1,6,3,1200,981,99,999,999,1,71,True
40756,1,1,1,2,9,9,9,9,2,999,4,2,9,99,999,9,9,9,7,9,6,3,6,3,1101,981,99,999,999,1,67,True
40757,2,1,2,2,9,9,9,9,3,999,3,2,9,99,999,9,9,9,1,7,4,2,6,3,1101,981,99,999,999,1,69,True
40758,1,1,2,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,8,1,0,0,9,4,1200,981,99,999,999,1,82,True
40759,2,1,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,2,8,3,2,3,4,1200,981,99,999,999,1,52,True
40760,2,1,2,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,8,6,3,2,6,4,1101,981,99,999,999,1,53,True
40761,1,1,1,2,9,9,9,9,3,999,3,9,9,99,999,9,9,9,8,5,2,0,6,3,1200,981,99,999,999,1,62,True
40762,1,5,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,2,3,1,1,6,2,1101,981,99,999,999,1,36,True
40763,2,2,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,8,5,3,2,6,2,1200,981,99,999,999,1,31,False
40764,1,5,1,2,9,9,9,9,1,999,1,1,9,99,999,9,9,9,3,3,0,0,5,2,1101,981,99,999,999,1,62,True
40765,2,1,2,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,1,6,4,1,6,4,1200,981,99,999,999,1,81,True
40766,2,2,1,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,2,2,2,1,9,4,1200,981,99,999,999,1,38,True
40767,1,2,1,2,9,9,9,9,5,999,3,1,9,99,999,9,9,9,5,4,1,1,3,4,1200,981,99,999,999,1,63,True
40768,1,2,1,2,9,9,9,9,3,999,2,9,9,99,999,9,9,9,2,4,0,2,5,3,1101,981,99,999,999,1,37,True
40769,2,1,1,2,9,9,9,9,1,999,2,9,9,99,999,9,9,9,1,5,2,1,6,3,1200,981,99,999,999,1,30,True
40770,1,2,1,2,9,9,9,9,2,999,4,9,9,99,999,9,9,9,8,3,1,1,6,3,1101,981,99,999,999,1,30,False
40771,2,2,1,2,9,9,9,9,2,999,4,9,9,99,999,9,9,9,8,7,5,2,6,4,1101,981,99,999,999,1,41,True
40772,1,2,1,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,8,8,6,3,6,3,1200,981,99,999,999,1,44,True
40773,2,1,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,9,6,4,2,6,3,1200,981,99,999,999,1,29,False
40774,2,1,2,2,9,9,9,9,5,999,4,9,9,99,999,9,9,9,8,1,0,0,9,4,1200,981,99,999,999,1,73,False
40775,1,1,1,2,9,9,9,9,5,999,2,9,9,99,999,9,9,9,2,2,0,1,3,4,1200,981,99,999,999,1,30,True
40776,1,2,1,2,9,9,9,9,3,999,2,2,9,99,999,9,9,9,1,4,0,2,5,3,1200,981,99,999,999,1,45,True
40777,2,1,2,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,8,4,0,1,6,4,1101,981,99,999,999,1,61,True
40778,2,1,1,2,9,9,9,9,2,999,2,9,9,99,999,9,9,9,9,6,4,1,6,4,1200,981,99,999,999,1,43,True
40779,1,2,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,3,7,5,2,5,2,1101,981,99,999,999,1,47,True
40780,1,1,2,2,9,9,9,9,7,999,1,1,9,99,999,9,9,9,7,3,1,0,6,4,1200,981,99,999,999,1,69,True
40781,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,1,6,4,3,6,3,1101,981,99,999,999,1,44,True
40782,2,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,2,7,1,1,6,4,1200,980,99,999,999,1,32,True
40783,1,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,4,0,0,6,4,1101,980,99,999,999,1,63,True
40784,2,1,1,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,1,6,0,0,6,4,1101,980,99,999,999,1,67,True
40785,1,1,1,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,2,9,0,0,6,4,1101,980,99,999,999,1,78,True
40786,1,7,4,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,5,2,0,0,6,3,1101,980,99,999,999,1,31,False
40787,2,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,6,3,1,6,4,1200,222,99,999,999,1,40,False
40788,2,1,4,2,9,9,9,9,1,999,2,9,9,99,999,9,9,9,2,5,3,1,6,4,1210,980,99,999,999,1,39,True
40789,1,2,4,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,4,6,3,0,6,4,1300,980,99,999,999,1,53,True
40790,1,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,5,2,0,6,2,1200,980,99,999,999,1,48,True
40791,2,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,2,5,0,0,6,4,1300,980,99,999,999,1,29,False
40792,2,2,1,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,3,11,0,0,6,4,1101,980,99,999,999,1,81,True
40793,1,7,1,2,9,9,9,9,5,999,3,9,9,99,999,9,9,9,1,5,0,0,6,4,1300,980,99,999,999,1,53,True
40794,1,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,5,3,1,6,4,1101,980,99,999,999,1,43,True
40795,2,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,5,3,1,6,4,1101,980,99,999,999,1,44,True
40796,2,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,2,6,4,0,6,4,1101,980,99,999,999,1,68,True
40797,1,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,4,0,0,6,4,1300,980,99,999,999,1,73,True
40798,1,2,3,2,9,9,9,9,2,999,2,9,9,99,999,9,9,9,4,4,2,2,5,9,1200,980,99,999,999,1,38,True
40799,1,7,1,2,9,9,9,9,1,999,3,1,9,99,999,9,9,9,7,5,1,1,6,4,1200,980,99,999,999,1,74,True
40800,1,1,4,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,2,1,0,0,6,4,1101,222,99,999,999,1,42,True
40801,2,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,5,3,1,1,6,4,1300,980,99,999,999,1,34,True
40802,1,5,4,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,4,1,0,0,6,4,1200,980,99,999,999,1,36,True
40803,2,2,1,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,4,12,2,2,6,4,1200,980,99,999,999,1,33,False
40804,2,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,3,1,0,6,4,1101,980,99,999,999,1,53,True
40805,2,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,5,0,0,6,4,1200,980,99,999,999,1,27,False
40806,1,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,3,1,0,9,1,8300,980,99,999,999,1,47,True
40807,1,2,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,4,3,1,0,6,4,1300,980,99,999,999,1,44,True
40808,2,2,3,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,9,4,2,1,6,4,1300,980,99,999,999,1,40,True
40809,1,4,1,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,4,9,1,0,3,3,1210,980,99,999,999,1,36,True
40810,2,5,4,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,4,5,2,1,2,3,1300,980,99,999,999,1,31,True
40812,1,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,4,2,1,5,4,1101,980,99,999,999,1,37,True
40813,1,5,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,4,4,1,0,5,3,1200,980,99,999,999,1,53,True
40814,2,1,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,2,4,2,0,6,4,1210,980,99,999,999,1,35,True
40815,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,8,6,2,1,6,4,1300,980,99,999,999,1,63,True
40816,2,1,1,2,9,9,9,9,2,999,2,9,9,99,999,9,9,9,8,3,1,0,6,4,1101,980,99,999,999,1,57,True
40817,1,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,5,4,2,1,5,3,1300,980,99,999,999,1,49,True
40818,2,2,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,5,5,2,1,6,4,1300,980,99,999,999,1,27,False
40819,1,1,1,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,2,5,1,0,5,1,1300,980,99,999,999,1,35,True
40820,2,1,1,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,5,3,1,1,6,9,1300,980,99,999,999,1,31,False
40821,1,2,4,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,2,1,0,0,6,4,1300,980,99,999,999,1,40,True
40822,2,1,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,5,3,0,0,6,4,1101,980,99,999,999,1,59,True
40823,1,5,1,1,9,9,9,9,1,999,1,9,9,99,999,9,9,9,3,4,2,1,6,4,1101,222,99,999,999,1,48,True
40824,1,2,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,5,0,0,5,3,1210,980,99,999,999,1,27,False
40825,2,5,4,2,9,9,9,9,2,999,1,2,9,99,999,9,9,9,3,6,1,1,6,3,1300,980,99,999,999,1,33,False
40826,1,1,4,2,9,9,9,9,5,999,3,2,9,99,999,9,9,9,8,1,0,0,6,4,1200,980,99,999,999,1,43,True
40827,2,4,1,2,9,9,9,9,5,999,9,2,9,99,999,9,9,9,4,2,0,0,6,4,1200,980,99,999,999,1,42,True
40828,2,4,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,5,7,3,1,6,4,1200,980,99,999,999,1,51,True
40829,1,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,4,4,2,2,6,4,1200,980,99,999,999,1,41,True
40830,2,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,5,7,1,0,6,4,1101,980,99,999,999,1,58,True
40831,1,4,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,3,6,4,0,6,4,1200,980,99,999,999,1,54,True
40832,1,4,4,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,1,0,0,6,4,1210,222,99,999,999,1,30,False
40833,2,1,2,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,8,1,0,0,6,4,1200,980,99,999,999,1,79,True
40834,1,2,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,4,0,0,5,4,1101,980,99,999,999,1,27,False
40835,2,1,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,2,6,4,1,6,4,1200,980,99,999,999,1,50,True
40836,2,5,1,2,9,9,9,9,5,999,4,2,9,99,999,9,9,9,8,3,1,1,6,3,1101,980,99,999,999,1,34,True
40837,1,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,3,7,2,0,6,4,1210,980,99,999,999,1,67,True
40838,1,7,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,5,5,3,1,6,3,1101,980,99,999,999,1,46,True
40839,2,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,4,5,3,1,6,4,1200,980,99,999,999,1,39,False
40840,2,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,15,10,0,6,3,1200,222,99,999,999,1,27,False
40841,1,4,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,2,6,1,0,5,4,1101,980,99,999,999,1,61,True
40842,2,1,3,2,9,9,9,9,5,999,9,2,9,99,999,9,9,9,1,1,0,0,6,4,1210,980,99,999,999,1,72,True
40843,2,4,1,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,7,3,1,6,4,1200,980,99,999,999,1,29,True
40844,1,1,1,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,2,6,0,0,6,4,1101,980,99,999,999,1,39,True
40845,2,2,1,2,9,9,9,9,5,999,9,9,9,99,999,9,9,9,8,4,1,1,5,4,1101,980,99,999,999,1,34,True
40846,1,2,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,4,4,1,0,6,4,1101,980,99,999,999,1,63,True
40847,2,2,1,2,9,9,9,9,2,999,3,9,9,99,999,9,9,9,1,4,2,2,6,4,1200,980,99,999,999,1,33,True
40848,1,8,1,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,1,4,2,2,6,4,1200,980,99,999,999,1,37,True
40849,2,5,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,3,0,0,6,4,1210,980,99,999,999,1,34,True
40850,1,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,8,2,1,0,5,2,1210,980,99,999,999,1,31,False
40851,2,1,4,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,2,4,3,1,6,4,1101,980,99,999,999,1,40,True
40852,1,5,1,2,9,9,9,9,1,999,2,9,9,99,999,9,9,9,3,4,2,2,6,3,1210,980,99,999,999,1,41,True
40853,1,2,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,3,5,2,1,6,4,1200,980,99,999,999,1,57,True
40854,2,2,1,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,2,6,4,2,5,4,1200,222,99,999,999,1,32,False
40855,1,4,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,5,12,0,0,5,3,1101,980,99,999,999,1,59,True
40856,1,1,1,2,9,9,9,9,1,999,3,2,9,99,999,9,9,9,1,4,0,0,6,4,1210,980,99,999,999,1,72,True
40857,2,5,4,1,9,9,9,9,1,999,2,2,9,99,999,9,9,9,4,2,0,1,6,4,1101,980,99,999,999,1,31,False
40858,2,1,1,2,9,9,9,9,5,999,3,1,9,99,999,9,9,9,5,9,0,0,6,4,1200,980,99,999,999,1,69,True
40859,1,2,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,5,5,3,1,3,4,1101,980,99,999,999,1,44,True
40860,1,2,1,2,9,9,9,9,2,999,2,2,9,99,999,9,9,9,3,5,3,1,3,2,1200,980,99,999,999,1,41,True
40861,2,2,1,2,9,9,9,9,1,999,2,2,9,99,999,9,9,9,2,3,1,1,6,3,1101,980,99,999,999,1,33,True
40862,2,2,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,2,5,3,1,6,4,1200,222,99,999,999,4,41,True
40863,1,4,1,2,9,9,9,9,2,999,2,9,9,99,999,9,9,9,5,4,0,0,5,3,1200,983,99,999,999,4,51,True
40864,1,2,1,2,9,9,9,9,3,999,4,9,9,99,999,9,9,9,1,5,3,0,1,1,1200,980,99,999,999,4,39,True
40866,1,5,3,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,7,6,4,0,5,4,1210,980,99,999,999,4,34,True
40867,2,2,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,4,4,2,2,6,4,1200,222,99,999,999,4,31,True
40868,2,4,1,2,9,9,9,9,2,999,4,1,9,99,999,9,9,9,5,4,2,1,6,4,1101,980,99,999,999,4,43,False
40869,2,4,4,2,9,9,9,9,6,999,9,9,9,99,999,9,9,9,7,2,0,0,6,4,1200,983,99,999,999,4,28,False
40870,1,2,1,2,9,9,9,9,1,999,4,2,9,99,999,9,9,9,4,3,1,1,2,2,1101,222,99,999,999,4,30,False
40871,2,2,3,2,9,9,9,9,5,999,9,2,9,99,999,9,9,9,3,2,1,0,6,3,1101,980,99,999,999,4,40,True
40872,2,2,4,2,9,9,9,9,2,999,1,9,9,99,999,9,9,9,7,6,3,2,6,3,1200,222,99,999,999,4,37,False
40873,1,4,4,2,9,9,9,9,1,999,1,2,9,99,999,9,9,9,3,1,1,1,6,4,1101,222,99,999,999,4,32,True
40874,1,2,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,8,5,3,1,6,4,1101,222,99,999,999,4,53,True
40875,1,2,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,4,4,2,1,6,4,1200,222,99,999,999,4,39,True
40876,2,1,1,2,9,9,9,9,5,999,2,2,9,99,999,9,9,9,1,5,0,3,6,3,1101,980,99,999,999,4,31,False
40878,2,4,2,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,7,3,0,0,9,4,1200,222,99,999,999,4,52,True
40879,2,4,1,2,9,9,9,9,8,999,9,9,9,99,999,9,9,9,2,2,0,0,6,4,1200,222,99,999,999,4,32,False
40880,2,4,1,2,9,9,9,9,1,999,4,9,9,99,999,9,9,9,4,3,2,0,6,4,1210,980,99,999,999,4,29,False
40881,2,4,3,2,9,9,9,9,3,999,4,2,9,99,999,9,9,9,4,2,1,1,6,3,1210,980,99,999,999,4,45,True
40882,2,1,4,2,9,9,9,9,1,999,3,9,9,99,999,9,9,9,8,1,0,0,6,4,1200,980,99,999,999,4,63,False
